geneid1,geneid2
4137,6195
3276,708
1613,8357
29079,83878
10969,6206
3007,6138
3316,9252
4513,9377
11218,5940
57819,6629
51616,8290
25,56955
5395,9156
5537,9701
51608,5565
11124,1459
6158,6732
6432,7919
10975,9167
3187,3190
4535,4541
10513,3612
6223,91582
6672,9994
5578,7020
11100,3329
5315,5908
4836,4846
4794,8454
10992,6189
325,3280
22934,727800
57787,7280
1387,27043
10165,92736
51567,7329
5335,5364
1314,6132
10413,80306
64419,7159
166,9743
2569,2569
11043,84619
4615,9208
79643,9101
56259,8361
3192,409
23405,79711
11252,9448
24148,6627
3636,51196
1778,22828
11337,55054
5292,7852
5092,57801
10436,6129
51003,6829
6941,8216
54828,80262
10521,51729
30000,9623
5987,84309
6804,9482
138046,55145
4640,8467
6208,6323
6135,6135
23114,6386
2833,6352
3842,3932
18,217
11077,3298
3840,7052
23612,25902
7323,9604
1874,55957
55165,6628
1938,9129
23264,6310
3183,60625
10454,79711
25,3725
6205,9188
1655,53615
339390,350
10128,6202
1778,1861
5058,8440
6711,823
22916,3550
4087,8626
5913,65264
11338,7846
875,9146
11140,9020
1660,6207
326,6628
6229,72
3192,388697
10243,54726
2868,805
5436,85015
1643,7157
3001,4722
163059,386677
10016,1080
51225,8773
11074,7321
3815,9655
2072,6154
10382,29110
5356,6427
114609,919
286826,6278
1660,51191
1544,1557
5688,5698
4223,5075
64395,7341
4665,63920
1058,55717
1655,6636
5788,920
2887,3480
222484,85007
26135,26135
4236,51503
56945,64951
51191,6132
5294,54496
4824,7090
80254,84140
3309,673
11269,6612
156,5132
57820,9817
1654,7416
4824,5928
6877,6882
5829,7278
22907,23020
2235,4311
558,6714
80204,9039
11340,9377
359,5566
11103,11224
23623,4914
2762,2762
331,94
2974,5151
79661,8566
93145,93145
2048,2902
29979,429
23429,7314
1196,51073
55041,9802
2130,9513
55093,60
3551,5037
10567,10567
7189,84617
5705,5916
5250,55646
6189,8663
26297,55770
51562,8500
10010,5347
54941,7322
10449,7532
285782,55773
356,51168
51116,55173
10488,23471
6845,8417
5295,64499
163786,7161
2035,5579
213,2550
4294,6929
11198,5430
10746,2521
4599,81617
132158,287015
6208,8883
1495,1956
581,6622
113,50940
1501,2017
126328,4729
2566,815
1017,8473
8548,9841
396,841
55228,8517
4342,54785
1459,8091
9112,9126
51645,6426
386681,7580
11017,29105
114824,116225
1543,3292
1933,8662
10174,1856
11043,84312
51035,9413
4140,5584
51280,60528
4904,6228
3192,58509
4809,6132
4088,7421
163882,54763
3206,4211
6878,8467
5077,9670
10919,9658
5066,5588
64960,740
3717,3718
9410,9984
24140,55161
10286,23759
6169,6233
10202,6135
4172,8888
4085,4113
23678,83737
26589,29074
1020,1641
4691,6749
60529,8092
23463,5880
27124,84812
56257,7375
196374,22933
10642,6136
728937,9045
7329,9921
7157,9810
4157,5594
2033,3622
1956,5569
10206,64395
1387,6775
27130,57473
27316,8220
22985,29105
2038,23673
324,506
3190,8220
10469,5879
10001,9862
23198,5708
26121,6434
10241,50628
167555,89870
4149,838
142679,5609
2963,476
27165,8573
25885,6157
1128,2771
126,222
6430,9129
6132,6210
4215,6767
7405,9711
10263,8720
4729,7388
1654,27339
121504,25842
113878,3241
1457,1459
5566,9945
3932,498
7555,7818
25924,3725
29117,8019
27043,3020
6457,6457
400569,51586
10524,4729
4790,5566
2803,3725
286514,84708
10128,3837
8468,8812
2,26085
4843,81
373,3853
10521,9129
3205,5089
597,8091
11140,2475
3294,7923
10284,53615
10069,158405
56658,7325
27336,6429
6224,8517
10600,8340
2099,25
10465,9984
51593,8899
54550,54550
29911,8907
2972,55814
1583,4088
10445,283899
25873,26156
2260,8822
4089,5880
11200,5528
7157,7572
3613,5331
131,8854
5159,6464
2597,6135
113026,8867
3183,6139
5321,5597
22827,24148
171483,6924
64006,83444
10775,54913
5687,80774
4736,6230
10285,6122
6273,6285
54576,6927
5916,6722
10189,51690
3932,5782
51340,8449
522,9551
1832,5568
54801,54930
4793,51082
3892,79036
11007,27301
55131,6122
3679,3688
10771,2114
3572,5777
3329,999
2066,6777
5042,83858
292,4214
25,8470
509,6210
7112,7874
1780,55577
1956,8737
4343,6429
355,8741
26589,54534
4184,6925
5829,7024
672,9656
3183,6633
23350,6431
6161,6167
11156,23244
51265,653121
11051,7414
5516,5519
23022,87
5603,8148
55791,55791
81671,9146
5356,8899
6487,93010
1937,3735
1366,84528
5931,8290
65056,79666
3835,983
6143,6144
10921,24148
11030,125144
1642,6135
22907,4343
2332,5250
84844,9733
6143,84844
26984,8615
23132,6310
2771,4188
4609,8340
2185,4739
5260,5260
127,4329
10036,9031
7430,843
22985,51755
6811,7917
10758,8576
7248,983
6275,685
6143,6232
6141,6223
1642,6165
11198,22837
4891,6233
23179,6014
26121,6629
1281,4099
338412,6667
55168,64969
3178,9716
64960,64975
100131816,8665
51639,6143
5566,8428
55037,6143
100131816,84528
1326,801
3312,5683
55233,55964
10087,23421
112950,9282
2911,5581
4686,51729
26986,6432
23586,9140
6748,6895
5966,5971
1839,4898
11337,51479
1054,1054
23398,23759
4163,5134
51116,85302
3727,4735
1938,26354
3735,9255
1039,9759
10985,26100
7431,8880
353145,83897
2273,8535
6124,72
3837,6176
28916,3493
6300,7538
125115,4034
11052,11059
2058,5245
1871,6667
80145,9879
23560,5976
3276,56341
1856,5879
841,843
6129,6144
4507,6611
554313,7534
5708,9129
6636,85437
1017,4738
10054,11315
128866,27243
2272,7329
5036,5170
1642,4738
3635,9651
8662,8663
2737,6497
3320,96459
4792,805
29924,55041
1974,3921
51263,6182
4088,4223
64968,7681
7419,9641
160851,5336
1551,3170
53615,8661
301,5583
3301,373156
51194,6136
2775,4985
10492,23208
83481,8517
2782,9759
51747,9129
51639,84991
29922,93426
11137,3200
142,5422
11047,5693
6386,6432
6202,6235
11017,25962
51130,8065
6429,6629
1495,8527
10474,672
1610,64902
6158,6780
930,974
1974,4430
1401,9103
64105,79801
1787,6804
5618,7410
164,4130
2495,55093
22878,51693
1977,23191
6134,9782
286826,7029
29109,5468
386682,655
10114,8772
1676,578
5437,5438
5883,596
11064,8717
1813,93664
4792,6233
6606,6635
6203,8848
5202,8764
131034,28952
9513,9775
8471,9306
5600,8841
6191,9349
1441,6233
6275,9094
4149,9646
4690,4739
4886,51690
53343,7086
54550,7874
10912,6256
10465,51428
4950,6714
2885,9921
23107,28977
23759,5356
4791,9343
3217,5316
55512,9842
10488,55260
386682,79843
4292,4436
10320,6573
57473,9878
6498,9611
10419,5431
7756,8559
55094,60625
5684,5692
6487,9334
55094,6632
51755,6430
102,1943
23345,83858
5928,8208
116173,7274
222389,84285
1537,7385
4133,64506
654364,8339
1457,3660
2622,9391
56063,90993
3265,4763
11200,8352
2185,2185
57532,85280
56953,957
472,57621
7388,7991
648,9493
4738,997
23759,988
317,51074
5813,904
27111,55216
4790,7175
4893,5910
5347,996
57154,7186
23517,2483
6156,8454
55037,64960
3320,5928
2885,6655
6206,6749
6157,6167
4311,4627
1938,6160
55075,5966
4719,4729
7384,9377
64101,9349
10128,23291
2848,90993
286480,9045
1022,2967
2534,836
5518,5529
3183,6632
6204,6229
5334,5336
408,8491
171483,6607
545,7157
3082,7448
25970,5595
1545,1557
27336,7919
5901,5903
5828,80349
7222,8775
1912,7703
5903,79784
2006,3500
11124,5970
4882,5140
57088,85403
10985,6194
4905,5782
375484,7277
4170,90427
2664,9367
6432,6626
5433,55090
5706,5721
7203,8428
10289,6154
3250,959
3198,353132
171483,9873
4831,51191
4791,6181
1104,3106
5593,5593
310,523
10746,2059
10874,388677
2130,4188
6863,6865
1021,51343
51765,7430
22841,84440
4704,9500
1312,8639
1457,9082
10391,10513
599,8739
386682,8896
10750,6654
2534,5159
10436,6135
3066,50943
5579,6236
5331,8525
5788,7006
203068,3184
3987,7114
10488,55281
55577,7138
285093,3190
7917,79948
5334,84812
1019,2099
2033,3172
1994,6128
1147,55294
5422,7153
23468,8352
60625,6635
5685,5710
223,635
8888,998
112483,26
117178,23503
200081,6809
1053,5595
207,5770
6168,8342
282991,51025
1606,84812
2669,51291
64926,7534
1588,7367
4929,5915
203068,8344
207,6198
6132,6732
51111,7532
10969,6202
10397,3609
51081,84311
1874,3399
23201,84970
10919,23028
1956,7157
26958,9500
6256,7067
168667,654
7185,84707
10471,5203
11017,6627
3932,7409
3667,7534
1676,840
3303,51499
23428,3383
51729,54997
153527,220082
3000,8654
1508,632
11100,3276
3692,5720
51649,5245
6879,6879
23521,84844
1891,3654
6066,6667
2242,5481
79003,79003
100131997,83755
23560,26354
7157,8894
348,51295
10912,4216
5594,8357
467,55791
4292,672
219541,80306
7040,8668
10969,51202
3708,5530
3842,6207
2588,55907
2495,54472
4174,5001
2972,5934
10969,5936
11193,4841
26060,6257
27316,9939
1740,2977
5578,5781
11145,5518
3178,6136
191,79078
23291,4898
30846,5580
55299,7150
23710,3032
10291,51593
3276,51643
329,51035
5566,653361
51497,6231
5602,5605
3431,7276
29117,5451
26984,6048
11190,8850
5478,5534
5580,7266
10992,64960
8820,9612
116173,4005
331,6885
7384,9167
80335,8450
10138,2553
5430,5594
10130,8764
51191,6128
5901,8467
2965,892
10643,24144
3181,8662
54881,57418
27101,8975
3551,8915
1495,6709
3178,3609
5682,5709
55173,64976
4683,7014
5742,9536
5700,9474
2275,7593
23649,5984
55337,7185
10298,5879
1789,84444
4537,7386
55656,65123
10458,575
55561,55561
481,5348
5359,7408
10056,6202
293,51076
55052,64965
10062,79364
4172,55388
2908,3484
3303,7529
354,5340
2908,6741
7764,9203
5829,836
9891,9891
259230,6310
5597,8355
10240,51023
386676,84140
2353,6885
23216,7532
4311,8344
2963,367
64426,8473
5589,7917
1874,5934
1655,7157
6944,8295
3191,55003
23524,3178
64979,84545
6193,6223
6195,6794
224,65985
7067,8204
8065,9616
3181,920
6477,80726
1294,3911
1975,64101
23057,349565
54476,7098
2033,7020
10657,1432
10992,5250
284001,80742
6569,9368
1915,6191
8720,8764
23062,27342
2130,2185
6635,9775
293,728937
4690,5595
3891,5521
6202,6218
1915,6136
3784,7189
2125,3852
10607,81605
10691,1387
130540,81567
5901,7443
10463,2099
3312,7189
688,6908
4223,84285
322,333
1031,60492
10206,85359
2872,85378
8663,920
3065,999
10289,54984
103,7520
54434,7529
439,439
25816,8073
3725,6767
5338,5770
1499,8125
65003,65080
386681,388677
2064,3732
55643,5764
2770,53637
3106,56681
2213,4061
5688,5688
10657,2037
51477,9651
55234,8450
1173,164
1639,5048
159163,3190
5265,6745
6171,6222
51362,6633
5683,5704
1080,6549
1588,5742
9670,9939
1915,7534
51742,86
6428,8487
26086,83878
2067,79720
6137,6194
27250,7316
3014,6130
27335,6130
153743,5499
23411,23493
4706,54539
80204,80303
51081,51116
2534,9757
6143,6189
6714,8653
1174,161
64393,8575
1080,3315
11030,23126
3183,4343
10228,8417
10236,9939
51263,51649
10856,283899
2892,9463
166,55048
51729,51755
5747,920
27043,6137
1499,9743
154865,9911
4841,5111
10105,291
6144,64960
22822,9045
334,983
1500,2534
4900,5590
4841,7150
1742,8573
8125,9015
1107,11177
3839,5966
2058,6191
23468,8350
6667,6722
1956,7099
55835,8328
22938,5411
2072,548593
6599,9611
1398,2815
6790,9212
10056,7417
4131,5048
23405,6202
2770,2865
114932,8892
5201,5203
148932,6999
1650,382
84365,983
2968,6908
386677,90594
2316,7040
10285,10643
1019,5859
4171,545
11249,9378
10813,10912
4311,6202
136,9351
1762,23513
2268,5329
51362,6632
2197,7189
11269,6208
10318,8517
3611,55795
2932,4354
10969,50628
23450,94104
51021,6165
220082,27229
11244,7919
10127,1196
107,5143
3921,6165
2908,3211
4128,5409
51003,9439
22938,4236
2242,29946
11035,2773
10497,8448
27040,2885
27097,8464
2885,3880
2764,6196
11337,89890
51199,6790
2066,7039
1600,334
1642,79172
1999,4609
6138,9349
130399,91
4314,5340
6196,7157
1756,356
6873,6879
6142,8634
1447,4802
55655,7014
2181,2963
10847,79065
11127,23731
10542,7704
116541,64968
2247,6385
5058,5594
3301,51343
7088,7091
4609,7528
6285,8826
8175,84292
29074,65003
2475,6198
4361,898
1829,3728
5594,8354
5092,775
1432,4088
6850,695
5682,5701
3106,6897
1058,1642
4804,6464
54665,5566
3507,84447
4809,9775
4738,6224
8495,8500
8365,8968
29945,51529
1748,6157
23268,356
26003,81631
6628,8233
10980,6513
50628,9158
22827,7360
4163,55856
51747,8220
374291,4726
10454,23405
6217,8065
375484,7846
2355,3727
1198,3216
5427,5966
170082,4110
10480,302
23541,5566
25902,837
4343,51428
408,8241
22913,6687
6520,79850
11030,23201
387,7052
4869,9733
4123,7916
6168,6188
27292,284695
8355,8370
125115,151254
84707,8548
6871,6873
8175,8480
10236,27316
64708,8451
10469,116173
3078,3929
23020,7919
10236,3276
114034,57799
27316,9513
10521,6625
3030,36
5713,9861
654364,654364
57549,84164
222235,6158
2597,6206
3192,55646
23654,5201
1655,23350
23385,5663
10403,902
3958,4638
4794,805
11030,3219
5331,818
801,9495
130560,4188
432,433
113174,22938
23521,6232
6136,6170
2058,23405
148281,653121
3295,34
6206,6234
4851,8328
3692,6240
2700,7082
57787,7534
7186,9994
388698,6135
5936,6152
55758,8535
1314,9045
10600,2353
10642,5094
497661,6176
10426,7283
3066,57504
1511,2151
5565,9644
1457,7343
4907,954
23199,84060
11067,23582
3692,6001
5170,6305
3122,972
10193,2066
1019,6853
11338,4869
4056,4257
27161,8241
2810,390
7321,9604
5687,7077
10992,51362
4832,4832
5437,9441
25885,4343
55052,64981
10488,522
1161,51138
2261,467
6218,6222
1997,3559
1488,8535
1374,2181
23517,7307
3065,5111
10956,54583
23524,51755
4697,4700
11267,5430
29979,5663
1786,3146
4171,5347
10421,8563
3857,999
51657,7046
3329,3845
114327,777
3191,6152
5424,5557
29110,805
6997,7917
5516,7030
10642,6154
6142,6193
10189,3190
5426,7150
1785,5479
1277,6678
4780,5583
1795,5664
10094,3960
55596,9410
81628,9513
22907,26354
4700,4704
5562,6293
10969,23521
1977,2018
29080,991
2969,382
548593,5682
23099,7186
23043,9141
57187,9128
1398,699
2152,5582
5707,5710
3837,4800
10783,55215
56945,84311
4734,7316
4240,5879
6625,8683
1759,5295
26121,9984
26229,5106
283899,8607
717,721
23582,6158
10480,6130
10989,4580
6139,6194
56159,729991
124995,64981
5094,6188
55011,5597
7319,983
4163,7428
2969,5931
140691,7536
3486,354
25957,5296
3800,64837
2806,5106
7532,8471
203068,7203
1457,6944
386682,51296
1962,7174
11180,7534
275,6470
3712,56922
375,375
3035,6202
122953,1937
10421,25949
10856,57835
10629,8295
170506,6193
6129,9775
2627,3172
23387,7185
26156,80314
2770,4985
6714,79585
389,396
3480,4217
23281,54535
1485,3125
10454,10771
10982,55118
10534,151254
54919,7704
26054,6667
23309,2969
29761,4646
26353,54870
7332,9781
6633,9689
207,56924
55257,57088
10362,23309
7456,9632
1748,55226
2878,51
25,27120
25,55321
3326,392
10253,3846
1286,1634
10656,91746
3667,8503
23013,57703
5347,9088
29058,7024
386677,57335
22807,9759
11230,388
23762,7431
4193,6262
117178,60491
7186,89885
51691,5413
22913,6628
6794,84446
408,7112
1933,27335
7385,79008
121504,7534
116173,80210
4535,7386
6868,7078
373,7114
27111,54458
154,23224
166,80742
26986,55660
25949,4670
51621,871
1017,3398
7536,84991
1263,7153
11171,79008
221823,8277
11030,3845
10168,3091
6170,7150
22916,6631
10724,140545
388698,6158
10450,24148
11161,6637
23649,7511
386682,8907
11345,1778
5598,6929
7260,8560
6128,6949
207,2308
2275,26505
10421,9295
11252,1759
220082,4004
213,5201
23295,7323
10989,51295
4715,8518
352954,83444
10142,55165
27339,9984
5710,5886
6233,9146
2781,5578
51631,55299
27316,6421
439935,80817
6607,6633
2700,5582
1600,6919
1410,2035
5052,83667
2908,8648
373156,57805
64393,6613
10985,9349
79576,80321
11143,5347
6780,998
11186,7132
2491,9589
6223,6229
7515,9918
1387,7343
3326,3909
1956,7094
4185,8614
5567,55869
23524,55596
114884,226
114088,8945
1080,9351
2534,3073
10758,2275
10969,23450
6628,9879
10969,6132
3561,3581
23612,6169
3559,6778
23649,3164
5829,8874
1207,1974
51752,7132
22890,5292
7290,79711
808,8780
23392,382
267,51035
1975,27161
11344,55646
93436,9861
6132,8454
4214,6168
174,2908
23043,9901
114,5146
2532,6355
10617,7311
29105,9416
7409,8651
3842,3842
1938,6165
4738,8065
3187,4154
6188,6217
1017,4288
7068,9611
79754,9319
5199,718
1832,3848
4329,55293
11161,355
4170,598
51479,5286
10594,84991
29993,5034
672,9025
122786,7529
1439,5568
3550,6829
3020,8467
5929,6599
6498,79586
1213,64215
11338,4809
11080,4988
1788,58508
201254,2189
7525,84970
22954,7356
11284,4110
10128,6500
10179,27316
7423,7423
6389,8803
23051,23051
23429,2553
114928,5764
23493,9421
1915,8890
10524,6303
128853,1398
6195,8498
5000,50484
3608,55131
10291,1665
158078,355
51260,84988
2137,5295
10013,22919
6310,92822
350,5340
6130,8662
6133,6157
4688,84958
1432,3913
54984,9377
6626,8563
3188,6160
4733,6886
5687,80204
57630,8751
10236,1660
4691,5036
10048,5597
1739,22839
5598,5894
23334,6925
23350,6429
25,6708
6175,9513
22834,9139
11017,22826
57326,6612
117177,2810
28973,64969
54984,6231
51650,6183
1104,5901
51428,6636
7417,7431
