"drugid"	"smiles"
"DB01858"	"[H][C@@](CCCC)(NC(=O)OCC1(CC2=CC=C(F)C=C2)CCC1)C(=O)C(=O)NC1=CC=NN1"
"DB02703"	"O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C"
"DB02704"	"O[C@@H]([C@H](O)[C@H](CCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12)[C@H](CCC1=CC=CC=C1)C(=O)N[C@H]1[C@H](O)CC2=CC=CC=C12"
"DB02705"	"[H][C@]1(NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2)C(C)C"
"DB02706"	"OC(=O)C(=N/C(=O)[C@H](CS)CCC1=CC=CC=C1)C1=CC=C(CN2C=NN=N2)S1"
"DB02707"	"CCCCCO[P@](O)(=O)OP(O)(O)=O"
"DB02709"	"OC1=CC=C(C=CC2=CC(O)=CC(O)=C2)C=C1"
"DB02710"	"[H][C@@](CO)(NC(=O)C1=C(O)C(O)=CC=C1)C(O)=O"
"DB02711"	"OC[C@@H](O)[C@H](O)[C@@H](O)CN1C(=O)N(CCCCOP(O)(O)=O)C2=C1NC(=O)NC2=O"
"DB02712"	"FC1=CC=C2OCC[C@]3(NC(=O)NC3=O)C2=C1"
"DB02713"	"CC(=O)NCC(O)=O"
"DB02714"	"OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O"
"DB02715"	"C[C@@H](COC1=CC=C(C=C1)[C@@H]1OC2=CC=C(O)C=C2S[C@H]1C1=CC=C(O)C=C1)N1CCCC1"
"DB02716"	"C[N+]1=CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2"
"DB02717"	"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H](O)[C@@H](O)C(O)(O)O[C@H]4CO)O[C@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O"
"DB02718"	"NC1=NC(=O)C2=C(N1)N=C[C@@H](CNC1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O"
"DB02719"	"NC(=O)[C@]1(O)O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O"
"DB02720"	"NC(=O)[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O"
"DB02721"	"Ic1cnnc1"
"DB02722"	"CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)O[C@@H]1C(O)=O"
"DB02723"	"ON=C(/N)N1CCC(CC1)CNC(=O)[C@@H]1CC[C@H]2CN(CC(=O)N12)S(=O)(=O)CC1=CC=CC=C1"
"DB02724"	"CN1C(=O)N(C=CC1=N/C(N)=O)[C@@H]1S[C@@H]([C@@H](O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H]2CCCN3O[Fe]456(ON(CCC[C@H](N)C(=O)N[C@@H](CCCN(O4)C(C)=[O]5)C(=O)N2)C(C)=[O]6)[O]=C3C)C(O)=O)[C@H](O)[C@H]1O"
"DB02725"	"N[C@@H](CC[C@@H]1C=C[C@H](N)C=C1)C(O)=O"
"DB02726"	"OC(=O)COP(O)(O)=O"
"DB02727"	"CCCCNC(=N)NO"
"DB02728"	"CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O"
"DB02729"	"O[C@@H]1[C@@H](O)[C@@H](CC2=CC=CC=C2)N(CC2=CC=CC(=C2)C(=O)Nc2nc3ccccc3n2)C(=O)N(CC2=CC=CC(=C2)C(=O)Nc2nc3ccccc3n2)[C@H]1CC1=CC=CC=C1"
"DB02730"	"CS[C@H]1[C@@H](CO)O[C@@H](O)[C@H](O)[C@@H]1O"
"DB02731"	"CC[Hg]SC1=CC=CC=C1C(O)=O"
"DB02732"	"CC(=O)CC1=CC=[N+](C=C1C(N)=O)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O"
"DB02733"	"[H][C@@](CO)(NC1=NC2=C(N=CN2C(C)C)C(NC2=CC=C(C(O)=O)C(Cl)=C2)=N1)C(C)C"
"DB02734"	"O[C@@H]1OC(=C[C@@H](O)[C@@H]1O)C(O)=O"
"DB02735"	"N[C@@H](C(O)=O)C(=O)OS(O)(=O)=O"
"DB02736"	"CC(N)=O"
"DB02738"	"NC1=C2N=CN([C@@H]3O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)O[P@@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1"
"DB02740"	"OC(=O)CCCC1=CNC2=C1C=CC=C2"
"DB02741"	"CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(=O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O"
"DB02742"	"OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2NC(=O)C(=O)N12"
"DB02743"	"OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O"
"DB02744"	"NC(=N)C1=CC=C(O)C(CN2CC[C@H](NS(=O)(=O)C3=CC4=C(S3)C=CC=N4)C2=O)=C1"
"DB02745"	"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=CC(=O)NC1=O"
"DB02746"	"OC(=O)C1=CC=CC=C1C(O)=O"
"DB02747"	"C[C@@H](N[C@H](CCC1=CC=CC=C1)C(=O)N[C@H](CCCNC(N)=[NH2+])C(=O)NC1=CC=CC=C1)C(O)=O"
"DB02749"	"OC(=O)C1=CC(C(O)=O)=C(C=C1C(O)=O)C(O)=O"
"DB02750"	"C[Hg]SC[C@@H](N)C(O)=O"
"DB02751"	"NC(=N)NCC(O)=O"
"DB02752"	"[H][C@@]1(CCCN1S(=O)(=O)C1=CC=C(C)C=C1)C(O)=O"
"DB02753"	"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CNC2=[Se]"
"DB02754"	"CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2)=NC2=C(N)N=CN=C12"
"DB02755"	"OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O[C@H]3O[C@@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]3O)[C@@H]2O)[C@H]1O"
"DB02756"	"O=C1CCC2=CC=CC3=C2N1CC3"
"DB02757"	"N1C=CC=N1"
"DB02758"	"OC(=O)CCC1=CNC2=CC=CC=C12"
"DB02759"	"CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O)[C@@H](NC(C)=O)[C@H](OC2=CC=C3C(C)=CC(=O)OC3=C2)O[C@H]1CO"
"DB02760"	"O[C@H](COP(O)(O)=O)[C@H](O)[C@@H](O)[C@H](O)COP(O)(O)=O"
"DB02761"	"N[C@@H](CSS)C(O)=O"
"DB02762"	"OP(O)(=O)OC1=CC=CC2=CC=C(N=C12)C#N"
"DB02763"	"OC(=O)C1=CC(S)=CC=C1[N+]([O-])=O"
"DB02765"	"C[C@@H](O)CN1C=NC2=C1N=CN=C2N"
"DB02766"	"[H][C@@](CC1=CC=CC=C1)(NC(=O)OCC1=CC=CC=C1)C(=O)C[N+]#N"
"DB02767"	"[H][C@@](O)(CCCCCCCCCCC)CC(O)=O"
"DB02768"	"CC(C)(C)OC=O"
"DB02770"	"NC1=NC=C2N(C=NC2=N1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O"
"DB02772"	"OC[C@@H]1O[C@](CO)(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O"
"DB02773"	"CCCOC1=CC=C(CC(O)=O)C=C1Cl"
"DB02774"	"OCCCO"
"DB02776"	"CCCCCCCCCCCCCCCCS(O)(=O)=O"
"DB02777"	"CCCCCCCCCCCC(=O)OC[C@@H](CO[P@@](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC"
"DB02778"	"O[C@@H]1[C@@H](O)[C@H](COP(O)(O)=O)O[C@H]1COP(O)(O)=O"
"DB02779"	"CCCCCCCCCCCC[N+](C)(C)C"
"DB02780"	"NC[C@H](CS)C(O)=O"
"DB02783"	"CC1=NC=C(COP(O)(O)=O)C(CNOCC(O)=O)=C1O"
"DB02784"	"OC[C@@H](NC(=O)CCNC(=O)CBr)C(=O)NCCC1=CC=C(NC(=O)C(O)=O)C=C1"
"DB02785"	"C[C@@H]1CC[C@H](O)[C@H]1NC(=O)[C@H](C[C@@H](O)CN1CCN(C[C@@H]1C(=O)NC(C)(C)C)C(=O)C1=CN=C(N2CCN(C)CC2)C(Cl)=N1)CC1=CC=CC=C1"
"DB02786"	"O[C@H]1C[C@](O)(C=C(F)[C@@H]1O)C(O)=O"
"DB02787"	"C[C@H](O)N[C@H](CO)[C@H](O)[C@@H](O)[C@H](O)CO"
"DB02788"	"C[C@H](O)C(C)=O"
"DB02789"	"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)=O"
"DB02790"	"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@](O)(=O)O[P@@](O)(=O)OC1=CC=CC=C1)N1C=CC(=O)NC1=O"
"DB02792"	"CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=CC4=CC(OC5=CC=C(C=C5Cl)[C@H](O[C@H]5C[C@@](C)(N)C(O)(O)[C@@H](C)O5)[C@H]5NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](CC(N)=O)NC1=O)C1=CC=C(O)C(=C1)C1=C(O)C=C(O)C=C1[C@@H](NC5=O)C(O)=O)=C3O)C(Cl)=C2"
"DB02793"	"O[C@@H]1[C@H](C=CC=C1OC(=C)C(O)=O)C(O)=O"
"DB02794"	"NC1=NC(O)=C2C=C(C[C@@](O)(CNCC(=O)N[C@@H]3O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]3O)C3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)C=CC2=N1"
"DB02795"	"COC1=CC=C(C=C1)C(O)=O"
"DB02796"	"OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)c1cnc2c1N=CNC2=O"
"DB02797"	"OB(O)C1=CC=CC(=C1)[N+]([O-])=O"
"DB02798"	"C[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N"
"DB02799"	"CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)NC=C/N1C(=O)CCC1=O)C(=O)O2"
"DB02800"	"NC1=NC(=O)C2=C(N1)N=C[C@@H](CNC1=CC=C(C=C1)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2CO"
"DB02801"	"O[C@H]1C[C@](O)(C=C[C@@H]1O)C(O)=O"
"DB02802"	"NC(=O)C1=CC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=CC(=C1)[N+]([O-])=O"
"DB02803"	"OC[C@@H](O)CC1=CC=CC=C1"
"DB02804"	"COC1=CC(CN2[C@H](CC3=CC=CC=C3)[C@@H](O)CN(CC3=CC=CC=C3)N(CC3=CC=C(O)C(OC)=C3)C2=O)=CC=C1O"
"DB02805"	"OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O"
"DB02806"	"COCCO"
"DB02807"	"OC[C@H](O)[C@@H](O)C[C@H](O)C(O)=O"
"DB02808"	"CC(C)=CCCC(C)=CCCC(=CCO[P@@](=O)(O)OP(O)(O)=O)C(F)(F)F"
"DB02809"	"COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br"
"DB02810"	"NC(=O)CN(CC(O)=O)CC(O)=O"
"DB02811"	"CCOP(=O)OCC"
"DB02812"	"CC(=O)N1C[C@@H](O)C[C@H]1C(=O)N[C@H](CCCNC(N)=N)C(=O)C1=NC2=C(S1)C=CC=C2"
"DB02813"	"CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O"
"DB02814"	"CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1"
"DB02816"	"CN1C=C(N=N1)[C@@H]1SC=C(NC=C1C=O)C(O)=O"
"DB02817"	"[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C"
"DB02818"	"N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O"
"DB02819"	"CC1=CC=C2N(C=NC2=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O"
"DB02820"	"NC(=O)C1=CN(C=C[C@H]1N1C=C2C(=N1)N=CN([C@@H](C(=O)N1CCCCCC1)C1=CC=CC=C1)C2=S)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@]([O-])(=O)OC[C@@H]2O[C@H]([C@H]([O-])[C@H]2[O-])N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O"
"DB02821"	"NOCC[C@@H](N)C(O)=O"
"DB02822"	"OCC1=CC=C(Br)C=C1"
"DB02823"	"OC(=O)CP(O)(O)=O"
"DB02824"	"CC1=NC=C(COP(O)(O)=O)C(CNCC(O)=O)=C1O"
"DB02825"	"CP([O-])=O"
"DB02827"	"[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O"
"DB02828"	"OC(=O)CCC(=O)CF"
"DB02829"	"CC(=O)NC1=CC=C(C=C1NC(=O)C[NH3+])C(O)=O"
"DB02830"	"[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)NCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O"
"DB02831"	"OP(O)([O-])=O"
"DB02832"	"C[C@@]1(CC(O)=O)C2=CC3=C(CC(O)=O)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(CCC(O)=O)[C@](C)(CC(O)=O)C8=CC(N2[Fe@]6(N34)N78)=C1CCC(O)=O)C(CC(O)=O)=C5CCC(O)=O"
"DB02833"	"CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1"
"DB02834"	"OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F"
"DB02835"	"O[C@@H]1[C@@H](O)[C@H](COP(O)(O)=O)O[C@H](O[P@@](O)([O-])=O)[C@H]1O"
"DB02836"	"NC1=NC2=C(N=CN2[C@H]2O[C@H](CO[P@](O)(=O)OP(O)(O)=O)[C@@H]3O[P@](O)(=O)O[C@H]23)C(=O)N1"
"DB02837"	"OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1OS(O)(=O)=O"
"DB02838"	"[O-]C(=O)C1=[NH+]CCC1"
"DB02839"	"OC(=O)C1=CC=C(O)C=C1O"
"DB02840"	"CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1"
"DB02841"	"CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1"
"DB02842"	"CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12"
"DB02843"	"OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O"
"DB02844"	"NCCCCCC(SC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N)=C/CN"
"DB02845"	"CP(O)=O"
"DB02846"	"OC(=O)[C@H]1CSCN1"
"DB02847"	"C[C@H](O)[C@@](C)(O)CN"
"DB02848"	"CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1"
"DB02849"	"CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O"
"DB02850"	"COC1=CC=C(C=C1)C1=C(C)C(=CC=C1S(C)(O)O)C(=O)C1=C(O)N(N=C1)C(C)(C)C"
"DB02851"	"[H][C@@]12CC[C@@](C)(C(=S)C1)C2(C)C"
"DB02852"	"C[C@@H](C=CC=C(/C)[C@H]1CN[C@@H]([C@H]1CC(O)=O)C(O)=O)C(O)=O"
"DB02853"	"OC(=O)[C@@H]1CCCN1"
"DB02854"	"[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C"
"DB02855"	"[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC"
"DB02856"	"CCOC(=O)NC"
"DB02857"	"NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)C(=O)N1"
"DB02858"	"OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1"
"DB02859"	"CO[C@H]1[C@H](O)[C@@H](C)[C@H]2O[C@@]1(O)[C@H](C)C(=O)O[C@@H](CCCC[C@H](OC)[C@H](OC)C=C[C@@H]2C)C1=CC=CC=C1"
"DB02860"	"COC[C@H](N(C)C)[C@H](O)[C@H](O)C(=O)NCC[C@H](C)C1=NC(=CO1)C=CC[C@@H]1O[C@@]2(O[C@H]([C@@H](OC)C[C@H](O)[C@@H](C)[C@H](O)[C@H](C)C=C(/C)C(C)=CC=CC(C)=CC#N)[C@@H](OP(O)(O)=O)C2(C)C)C[C@H](O)[C@H]1C"
"DB02861"	"NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1"
"DB02862"	"OC[C@@H]1[C@H](O)[C@@H](O)[C@H](O)C2=NC(=CN12)C1=CC=CC=C1"
"DB02863"	"CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5[C@@H](C)[C@H](CCC(=O)OCC=C(/C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C6=[N+]5[Mg]5(N34)N3C(=CC1=[N+]25)C(C)=C1C(=O)[C@@H](C(=O)OC)C6=C31"
"DB02865"	"N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O"
"DB02866"	"CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O"
"DB02867"	"OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O"
"DB02868"	"CC[C@@]1(O)C[C@@H]2C[N@@](C1)CCc1c(nc3ccccc13)[C@@](C2)(C(=O)OC)C1=CC2=C(C=C1OC)N(C)[C@H]1[C@]3(C[C@@]4(CC)C=CCN5CC[C@@]21[C@@H]45)OC(=O)N(CCCl)C3=O"
"DB02869"	"[H][C@](N)(CCC1=CC=CC=C1)CCS(=O)(=O)C1=CC=CC=C1"
"DB02870"	"C=CCNC1=CC=CC=C1"
"DB02871"	"[H][C@]1(CCCC)CC[S@@](=O)C1"
"DB02872"	"CCOC1=CC(OC)=CC=C1C1=N[C@@H]([C@H](N1C(=O)N1CCN(CCO)CC1)C1=CC=C(Br)C=C1)C1=CC=C(Br)C=C1"
"DB02873"	"FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl"
"DB02875"	"NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-]"
"DB02876"	"NC(=O)C=CC(C[S](=O)=O)=C(NC1=C(C=O)C=C2C=CC=CN12)C(O)=O"
"DB02877"	"CC(=C/C1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C"
"DB02878"	"NCC[C@@H](CC(O)=O)[C@@H](CN)CCC(O)=O"
"DB02879"	"OC[C@@H]1O[C@H](O)[C@@H](OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H]1O"
"DB02880"	"C[C@H](NC(=O)C1=CC(F)=CC=C1O)C1=CC=C(Br)C=C1"
"DB02881"	"CC(C)C1=CC(SC2=CC=C(O)C(=C2)C(C)C)=CC=C1O"
"DB02882"	"NCC1=NN=C2C=CC=CC2=C1N=CC=C(C1=CC=CC=C1)C1=CC=CC=C1"
"DB02883"	"NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP(O)(O)=O)O1"
"DB02884"	"N[C@@H](CC1CCCCC1)C(O)=O"
"DB02885"	"FC(F)(F)C1=NC(=N)C(=C)C=N1"
"DB02887"	"CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O"
"DB02888"	"COC1=CC(=CC(OC)=C1OC)C(F)(F)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC1=CC=CC=C1)CCCC1=CN=CC=C1"
"DB02889"	"C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O"
"DB02890"	"O[C@@H]1[C@@H](O)[C@@H](O[C@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1O"
"DB02891"	"CC1=CC=CC2=C1N1C=N[NH+]=C1S2"
"DB02892"	"N[C@@H](CCCC(=C)C(O)=O)C(O)=O"
"DB02893"	"CSCC[C@@H](N)C(O)=O"
"DB08644"	"[H][C@@](CC)(C=O)[C@@]1([H])N(CC[C@]1([H])NS(C)(=O)=O)C(=O)[C@@]([H])(NC(=O)OC(C)(C)C)C(C)C"
"DB08645"	"[H][C@]1(NC2=CC(Cl)=C(C=C2S(=O)(=O)N1)S(N)(=O)=O)C(Cl)Cl"
"DB08646"	"[H][C@](N)(CC1=CNC2=C1C=CC(NNC1=CC=CC=C1)=C2O)C=O"
"DB08647"	"[H][C@]1(C)[C@]([H])(C(C)C)C2=C(C=C(C)C(=C2)C(=O)CCC(O)=O)C1(C)C"
"DB08648"	"[H][C@@]1(O)C=C[C@]2(C[C@]([H])(O[C@]1([H])C2)C(O)=O)C(O)=O"
"DB08649"	"[H][C@](N)(O)CC1=CNC2=CC=CC=C12"
"DB08650"	"[H][C@@]1(O)C=C[C@]2(C[C@]([H])(O[C@]1([H])C2)C(O)=O)C(O)=O"
"DB08651"	"[H][C@]1(S)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O"
"DB08652"	"NC(=O)CC1=CNC2=CC=CC=C12"
"DB08653"	"NCCC1=CNC2=CC=CC=C12"
"DB08654"	"[H][C@]1(N)CCC2=CC=CC=C2[C@]1([H])O"
"DB08655"	"CC(=O)N1C2=CC=CC=C2C2=C1C(=O)CCC2"
"DB08656"	"[H][C@](C)(NC(=O)C1=C(C)C=CC(N)=C1)C1=CC=CC2=C1C=CC=C2"
"DB08657"	"OC(=O)COC1=CC=C(C=C1)C1=CNC(CNC(=O)NC2=NC=C(SC3=NC=CC=C3)S2)=N1"
"DB08658"	"CCO[P@](O)(=O)N(CC)CC"
"DB08659"	"NNC(=O)C1=C(C2=C(N1)C=CC(=C2)S(N)(=O)=O)C1=CC=CC=C1"
"DB08660"	"OC1=C(O)C2=C(C=C1)C(=O)C1=C(O)C=CC(O)=C1C2=O"
"DB08661"	"[H][C@@]1(O)C[C@]([H])(O[C@@]1([H])CN1CCCC1)N1C=C(C)C(=O)NC1=O"
"DB08662"	"[H][C@](C(C)C)(C1=CC=C(Br)C=C1)C1=C(O)C2=C(OC1=O)C=CC=C2"
"DB08663"	"[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=C(OC)C=C2"
"DB08664"	"[H][C@](CC)(C1=CC=CC(NC(=O)CNC(=O)OC(C)(C)C)=C1)C1=C(O)C2=CC=CC=C2OC1=O"
"DB08665"	"CCN1C2=CC(=CC=C2N(C)C(=O)C2=C1N=CC=C2)[N+]([O-])=O"
"DB08666"	"NC1=C(N=NC2=CC=CC(=C2)C(F)(F)F)C(=N)N=N1"
"DB08667"	"NC1=C(N=NC2=CC=C(F)C=C2)C(=N)N=N1"
"DB08668"	"NC1=C(N=NC2=CC=CC(=C2)C(O)=O)C(=N)N=N1"
"DB08669"	"[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C)C=C1)C(=O)N[C@]([H])(CC(C)C)C(=O)OC"
"DB08670"	"[H][C@@](C)(NC(=O)[C@@]([H])(O)[C@]([H])(N)C1=CC=C(C=C1)C(C)C)C(=O)N[C@]([H])(CC(C)C)C(=O)OC"
"DB08671"	"NC1=C(N=NC2=CC=CC=C2C(F)(F)F)C(=N)N=N1"
"DB08672"	"[H][C@@](C)(CCC1=CC=C(C=C1)C(N)=O)NCC(=O)C1=CC=C(F)C=C1"
"DB08673"	"CC(C)C1=CN=C(NC2=CC=C(C=C2)S(N)(=O)=O)S1"
"DB08674"	"[H][C@@]12CCN(C1=O)C1=C3C=C(OC4=C(C=CC(CN5C=NC=C5CN2)=C4)C#N)C=CC3=CC=C1"
"DB08675"	"[H][C@]12C[C@]([H])(N=N1)[C@]([H])(C=CCCCCC(O)=O)[C@@]2([H])C=CCCCCCC"
"DB08676"	"[H][C@]12CCN(C1=O)C1=CC=CC3=CC=C(O[C@@]4([H])CC(CN5C=NC=C5CCN2)=CC[C@]4([H])C#N)C=C13"
"DB08677"	"CC(C)C1=CNC(S1)=NC(=O)CC1=CC=CN=C1"
"DB08678"	"CCC1=CC=C(NS(O)(=O)=O)C=C1"
"DB08679"	"CC(C)=CCOC1=C(Cl)C=CC(NC(=S)C2=C(C)OC=C2)=C1"
"DB08680"	"CC1=C(C=CO1)C(=S)NC1=CC(C=NOC(C)(C)C)=C(Cl)C=C1"
"DB08681"	"CC(C)OC(=S)NC1=CC(C(=O)OC(C)C)=C(Cl)C=C1"
"DB08682"	"CC(C)OC(=O)C1=C(Cl)C=CC(NC(=O)C2=C(C)OCCS2)=C1"
"DB08683"	"[H][C@]12CC[C@]([H])(O1)N1C3=C(C=CC=C3)C3=C4C(=O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13"
"DB08684"	"CCCCCCCCCCOC(S)=O"
"DB08685"	"CN1CCN(C)C2=CC(CN)=CC=C12"
"DB08686"	"[H][C@](CC)(C1=CC=CC=C1)C1=C(O)C2=C(CCCCCC2)OC1=O"
"DB08687"	"OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2C(Cl)=N1"
"DB08688"	"CCCCCCCCCC(C)=O"
"DB08689"	"COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O"
"DB08690"	"COC1=C(OC)C(=O)C(CC=C(/C)CCC=C(C)C)=C(C)C1=O"
"DB08691"	"CCOC(=O)C1=C(C(=C/N)C#N)C2=C(N1C)C(Cl)=C(Cl)C=C2"
"DB08692"	"[H][C@](CC1=CC=C(Cl)C=C1)(NC(C)=O)[B-](O)(O)O"
"DB08693"	"[H][C@@](CC1=CC=C(Cl)C=C1)(NC(C)=O)[B-](O)(O)O"
