drugid	umls_cui_from_meddra
DB08298	C0005758
DB08298	C0235431
DB08298	C0018939
DB08298	C0151539
DB08298	C0235416
DB08298	C0015967
DB08298	C0005940
DB08298	C0151825
DB08298	C0006142
DB08298	C0006145
DB08298	C0006147
DB08298	C1458155
DB08298	C0006277
DB08298	C0006384
DB08298	C0022650
DB08298	C0007097
DB08298	C0678222
DB08298	C0018799
DB08298	C0018801
DB08298	C0018802
DB08298	C0086543
DB08298	C0007642
DB08298	C0235198
DB08298	C0008031
DB08298	C0085593
DB08298	C0008325
DB08298	C0008350
DB08298	C0008370
DB08298	C0149516
DB08298	C0009241
DB08298	C0338656
DB08298	C0009319
DB08298	C0009324
DB08298	C0009421
DB08298	C0009676
DB08298	C0009763
DB08298	C0009782
DB08298	C0009806
DB08298	C0036572
DB08298	C0520966
DB08298	C0010038
DB08298	C1956346
DB08298	C0010200
DB08298	C0574067
DB08298	C0026821
DB08298	C0010346
DB08298	C0010692
DB08298	C0403632
DB08298	C0011053
DB08298	C0232462
DB08298	C0011175
DB08298	C0011570
DB08298	C0011603
DB08298	C0085932
DB08298	C0011616
DB08298	C0011606
DB08298	C0011849
DB08298	C0011991
DB08298	C0012569
DB08298	C0234215
DB08298	C0233407
DB08298	C0233414
DB08298	C0012813
DB08298	C0012833
DB08298	C0013144
DB08298	C0011609
DB08298	C0043352
DB08298	C0151908
DB08298	C0013395
DB08298	C0011168
DB08298	C0013404
DB08298	C0013428
DB08298	C0013447
DB08298	C0013491
DB08298	C0013595
DB08298	C0522055
DB08298	C0392025
DB08298	C0014457
DB08298	C0014527
DB08298	C0232493
DB08298	C0014591
DB08298	C0014724
DB08298	C0302295
DB08298	C0041834
DB08298	C0014742
DB08298	C0014743
DB08298	C0015397
DB08298	C0151827
DB08298	C0015672
DB08298	C1443060
DB08298	C0221242
DB08298	C0016204
DB08298	C0038358
DB08298	C0017152
DB08298	C0017160
DB08298	C0017178
DB08298	C0017181
DB08298	C0687713
DB08298	C0017675
DB08298	C0017979
DB08298	C0018926
DB08298	C0018932
DB08298	C0018965
DB08298	C0518015
DB08298	C0002878
DB08298	C0019080
DB08298	C0018524
DB08298	C0018681
DB08298	C1384666
DB08298	C0018834
DB08298	C0235996
DB08298	C0085605
DB08298	C0019158
DB08298	C0267792
DB08298	C0019214
DB08298	C0019348
DB08298	C0019360
DB08298	C0020443
DB08298	C0020456
DB08298	C0020458
DB08298	C0020461
DB08298	C0020517
DB08298	C0020538
DB08298	C0026826
DB08298	C0740394
DB08298	C0020615
DB08298	C0020621
DB08298	C0020649
DB08298	C2047937
DB08298	C0021053
DB08298	C0009450
DB08298	C0021359
DB08298	C0021361
DB08298	C0021368
DB08298	C0021390
DB08298	C0021400
DB08298	C0521839
DB08298	C0392171
DB08298	C0917801
DB08298	C0022346
DB08298	C0022568
DB08298	C0022573
DB08298	C0151746
DB08298	C0022904
DB08298	C3495920
DB08298	C0023067
DB08298	C0023530
DB08298	C0023646
DB08298	C0220870
DB08298	C0151766
DB08298	C0041657
DB08298	C0024115
DB08298	C0409974
DB08298	C0497156
DB08298	C0231218
DB08298	C0162429
DB08298	C0025061
DB08298	C0025222
DB08298	C0025290
DB08298	C0025323
DB08298	C0025345
DB08298	C1306341
DB08298	C0004936
DB08298	C0220981
DB08298	C0025874
DB08298	C0149931
DB08298	C0085633
DB08298	C0149745
DB08298	C0151785
DB08298	C0037763
DB08298	C0151786
DB08298	C0948594
DB08298	C0948525
DB08298	C0231528
DB08298	C0947912
DB08298	C0027051
DB08298	C0027339
DB08298	C0027430
DB08298	C0027497
DB08298	C0007859
DB08298	C0151315
DB08298	C0151626
DB08298	C0027540
DB08298	C0006826
DB08298	C0037286
DB08298	C0268732
DB08298	C0027697
DB08298	C0027707
DB08298	C0392525
DB08298	C0022658
DB08298	C0027719
DB08298	C0027726
DB08298	C0027765
DB08298	C0027769
DB08298	C0027796
DB08298	C0027813
DB08298	C0085582
DB08298	C0031117
DB08298	C0028734
DB08298	C1320474
DB08298	C0013604
DB08298	C0085649
DB08298	C0014848
DB08298	C0151970
DB08298	C0014868
DB08298	C0028961
DB08298	C0029134
DB08298	C2363730
DB08298	C2363731
DB08298	C0029408
DB08298	C0029882
DB08298	C0030193
DB08298	C0030252
DB08298	C0030305
DB08298	C0030312
DB08298	C0030353
DB08298	C0030554
DB08298	C0522224
DB08298	C0030920
DB08298	C0031350
DB08298	C0349506
DB08298	C0162830
DB08298	C0032285
DB08298	C0042023
DB08298	C0032617
DB08298	C0162566
DB08298	C0853026
DB08298	C0032708
DB08298	C0033247
DB08298	C0033575
DB08298	C0948586
DB08298	C0033687
DB08298	C0033774
DB08298	C0521616
DB08298	C0034068
DB08298	C0855775
DB08298	C0034063
DB08298	C0034150
DB08298	C0034186
DB08298	C0034359
DB08298	C0015230
DB08298	C0542184
DB08298	C0034882
DB08298	C0267596
DB08298	C0391870
DB08298	C0332575
DB08298	C0035078
DB08298	C1565489
DB08298	C0558489
DB08298	C0022667
DB08298	C1720775
DB08298	C0235063
DB08298	C0476273
DB08298	C0035455
DB08298	C0036416
DB08298	C0243026
DB08298	C0700225
DB08298	C0036974
DB08298	C0037199
DB08298	C0037274
DB08298	C0237849
DB08298	C0549419
DB08298	C0281981
DB08298	C0151799
DB08298	C0037299
DB08298	C2830004
DB08298	C0038325
DB08298	C0221512
DB08298	C0038362
DB08298	C0151811
DB08298	C0018946
DB08298	C0038814
DB08298	C0038990
DB08298	C0038999
DB08298	C0039070
DB08298	C0024141
DB08298	C0039231
DB08298	C0234233
DB08298	C0151936
DB08298	C0233494
DB08298	C0039971
DB08298	C0242429
DB08298	C0040034
DB08298	C0040046
DB08298	C0040264
DB08298	C0518988
DB08298	C0040435
DB08298	C0014518
DB08298	C0040822
DB08298	C0041349
DB08298	C0041582
DB08298	C0038367
DB08298	C0178298
DB08298	C0041969
DB08298	C0042024
DB08298	C0080274
DB08298	C0042075
DB08298	C0042029
DB08298	C0235639
DB08298	C0438142
DB08298	C1167965
DB08298	C0042109
DB08298	C0263338
DB08298	C0151998
DB08298	C0404521
DB08298	C0042267
DB08298	C0158570
DB08298	C1368065
DB08298	C0042384
DB08298	C0042401
DB08298	C1142412
DB08298	C0042571
DB08298	C0344232
DB08298	C0547030
DB08298	C3665347
DB08298	C0042963
DB08298	C0152009
DB08298	C0043096
DB08298	C0043144
DB08298	C0023510
DB02932	C0000737
DB02932	C3665386
DB02932	C0031085
DB02932	C0948089
DB02932	C0151905
DB02932	C0002170
DB02932	C0002871
DB02932	C0002962
DB02932	C0002994
DB02932	C0042373
DB02932	C0687707
DB02932	C0003123
DB02932	C0003467
DB02932	C0003811
DB02932	C0003864
DB02932	C0151904
DB02932	C0004093
DB02932	C0004096
DB02932	C0004238
DB02932	C0004604
DB02932	C0004690
DB02932	C0151919
DB02932	C0852911
DB02932	C0311468
DB02932	C0235431
DB02932	C0018939
DB02932	C0151539
DB02932	C0015967
DB02932	C0005940
DB02932	C0151825
DB02932	C0428977
DB02932	C0006145
DB02932	C0024902
DB02932	C0262397
DB02932	C0006277
DB02932	C0022650
DB02932	C0018790
DB02932	C0018799
DB02932	C0018801
DB02932	C0018802
DB02932	C0086543
DB02932	C0151547
DB02932	C0917798
DB02932	C0038454
DB02932	C0008031
DB02932	C0085593
DB02932	C0009676
DB02932	C0009763
DB02932	C0009806
DB02932	C1956346
DB02932	C0010200
DB02932	C0574067
DB02932	C0023218
DB02932	C0151578
DB02932	C0010709
DB02932	C0232462
DB02932	C0011175
DB02932	C0011570
DB02932	C0011603
DB02932	C0011849
DB02932	C0011991
DB02932	C0855242
DB02932	C0012833
DB02932	C0043352
DB02932	C0151908
DB02932	C0013395
DB02932	C0011168
DB02932	C0013404
DB02932	C0013428
DB02932	C0013491
DB02932	C0014457
DB02932	C0014591
DB02932	C0242350
DB02932	C0542571
DB02932	C0015672
DB02932	C0746883
DB02932	C1443060
DB02932	C0016204
DB02932	C0016658
DB02932	C0017152
DB02932	C0151544
DB02932	C0017178
DB02932	C0687713
DB02932	C0018099
DB02932	C0018418
DB02932	C0018965
DB02932	C0518015
DB02932	C0162119
DB02932	C0019080
DB02932	C0018681
DB02932	C0085605
DB02932	C0267792
DB02932	C0235378
DB02932	C0019270
DB02932	C0019360
DB02932	C0019572
DB02932	C0600142
DB02932	C0020295
DB02932	C0020437
DB02932	C0020443
DB02932	C0020456
DB02932	C0020458
DB02932	C0020517
DB02932	C0020538
DB02932	C0026826
DB02932	C2242708
DB02932	C0002884
DB02932	C0020615
DB02932	C0021053
DB02932	C0021167
DB02932	C0009450
DB02932	C0021400
DB02932	C0521839
DB02932	C0392171
DB02932	C0151735
DB02932	C0917801
DB02932	C0206062
DB02932	C0206061
DB02932	C0021843
DB02932	C0162316
DB02932	C0022346
DB02932	C0438215
DB02932	C0011124
DB02932	C0151766
DB02932	C0041657
DB02932	C0024115
DB02932	C0235896
DB02932	C0162429
DB02932	C0025061
DB02932	C0025222
DB02932	C0236075
DB02932	C0004936
DB02932	C0085606
DB02932	C0016655
DB02932	C0037763
DB02932	C0151786
DB02932	C0948594
DB02932	C0948525
DB02932	C0231528
DB02932	C0947912
DB02932	C0027051
DB02932	C0027497
DB02932	C0007859
DB02932	C0151315
DB02932	C0027651
DB02932	C0006826
DB02932	C0392525
DB02932	C0027765
DB02932	C0027769
DB02932	C0442874
DB02932	C0031117
DB02932	C0027947
DB02932	C0028734
DB02932	C1320474
DB02932	C0013604
DB02932	C0085649
DB02932	C0521170
DB02932	C0030193
DB02932	C0030554
DB02932	C0030794
DB02932	C0031350
DB02932	C0151849
DB02932	C0032227
DB02932	C0032285
DB02932	C0042023
DB02932	C0033575
DB02932	C0033774
DB02932	C0034069
DB02932	C0015230
DB02932	C0034882
DB02932	C0267596
DB02932	C0035455
DB02932	C0243026
DB02932	C0036974
DB02932	C0037199
DB02932	C0007114
DB02932	C0699893
DB02932	C0037274
DB02932	C0151717
DB02932	C0037299
DB02932	C2830004
DB02932	C0038990
DB02932	C0039070
DB02932	C0234233
DB02932	C0233494
DB02932	C0040034
DB02932	C0040046
DB02932	C0518988
DB02932	C0178298
DB02932	C0041969
DB02932	C0042024
DB02932	C0080274
DB02932	C0042075
DB02932	C0042029
DB02932	C0231365
DB02932	C0042109
DB02932	C3665347
DB02932	C0042963
DB02932	C0043096
DB02932	C0043094
DB02932	C0558148
DB02648	C0000729
DB02648	C0000737
DB02648	C0151736
DB02648	C0002418
DB02648	C0002871
DB02648	C0042373
DB02648	C0003123
DB02648	C0003467
DB02648	C0003811
DB02648	C0004093
DB02648	C0004238
DB02648	C0004604
DB02648	C0085595
DB02648	C0015967
DB02648	C0006277
DB02648	C0007222
DB02648	C0008031
DB02648	C0009806
DB02648	C0036572
DB02648	C0010200
DB02648	C0023218
DB02648	C0232462
DB02648	C0011570
DB02648	C0011603
DB02648	C0011991
DB02648	C0012833
DB02648	C1510472
DB02648	C0013378
DB02648	C0013395
DB02648	C0013404
DB02648	C0522055
DB02648	C0015397
DB02648	C0546817
DB02648	C0152020
DB02648	C0017152
DB02648	C0017178
DB02648	C0687713
DB02648	C0426576
DB02648	C0518015
DB02648	C0019080
DB02648	C0018681
DB02648	C0020437
DB02648	C0020461
DB02648	C0020517
DB02648	C0020538
DB02648	C0026826
DB02648	C0020649
DB02648	C0522063
DB02648	C0009450
DB02648	C0021400
DB02648	C0151735
DB02648	C3263723
DB02648	C0917801
DB02648	C0025222
DB02648	C0037763
DB02648	C0151786
DB02648	C0948594
DB02648	C0231528
DB02648	C0947912
DB02648	C0027497
DB02648	C0085649
DB02648	C0030193
DB02648	C0030252
DB02648	C0030554
DB02648	C0030517
DB02648	C0031350
DB02648	C0033774
DB02648	C0015230
DB02648	C0035078
DB02648	C0035455
DB02648	C0037199
DB02648	C0234930
DB02648	C0039231
DB02648	C0042029
DB02648	C0042571
DB02648	C0042963
DB02648	C0043096
DB02648	C0043094
DB08472	C0000731
DB08472	C0000737
DB08472	C0234458
DB08472	C2937350
DB08472	C3665386
DB08472	C0156543
DB08472	C0151736
DB08472	C0152198
DB08472	C0702166
DB08472	C0000727
DB08472	C0948089
DB08472	C1963951
DB08472	C0233472
DB08472	C2364111
DB08472	C0001807
DB08472	C0085631
DB08472	C0392156
DB08472	C0151905
DB08472	C0001925
DB08472	C0151474
DB08472	C0002170
DB08472	C0002390
DB08472	C0002418
DB08472	C0002453
DB08472	C0002622
DB08472	C0002871
DB08472	C0002792
DB08472	C0340865
DB08472	C0002962
DB08472	C0002994
DB08472	C0003123
DB08472	C0234022
DB08472	C0233523
DB08472	C0003431
DB08472	C0003467
DB08472	C0085632
DB08472	C0038363
DB08472	C0002874
DB08472	C0003578
DB08472	C0003811
DB08472	C0003862
DB08472	C0003864
DB08472	C0022408
DB08472	C0233528
DB08472	C0004093
DB08472	C0004096
DB08472	C0004134
DB08472	C0004144
DB08472	C0004238
DB08472	C0004245
DB08472	C0085614
DB08472	C0041671
DB08472	C1263846
DB08472	C0004509
DB08472	C0004604
DB08472	C0575090
DB08472	C0542351
DB08472	C0151824
DB08472	C0312422
DB08472	C0232849
DB08472	C0151529
DB08472	C0005741
DB08472	C0005758
DB08472	C0018794
DB08472	C0852911
DB08472	C0853034
DB08472	C0018939
DB08472	C0497247
DB08472	C0151539
DB08472	C0235416
DB08472	C2732728
DB08472	C0020672
DB08472	C0015967
DB08472	C0151825
DB08472	C0428977
DB08472	C0006145
DB08472	C0085688
DB08472	C2225524
DB08472	C0006147
DB08472	C0024902
DB08472	C0006277
DB08472	C0006266
DB08472	C0006325
DB08472	C0151538
DB08472	C0006384
DB08472	C0006444
DB08472	C0151559
DB08472	C0006625
DB08472	C0022650
DB08472	C0042018
DB08472	C0006840
DB08472	C0858970
DB08472	C0018790
DB08472	C0018802
DB08472	C0876994
DB08472	C0086543
DB08472	C0151560
DB08472	C0007780
DB08472	C0917798
DB08472	C0235198
DB08472	C0038454
DB08472	C0948011
DB08472	C0008031
DB08472	C0085593
DB08472	C0008325
DB08472	C0008350
DB08472	C0008449
DB08472	C0151838
DB08472	C0234535
DB08472	C0009319
DB08472	C0009421
DB08472	C0852733
DB08472	C0009676
DB08472	C0009763
DB08472	C0009806
DB08472	C0009946
DB08472	C0036572
DB08472	C0520966
DB08472	C0151571
DB08472	C0010200
DB08472	C0151574
DB08472	C0574067
DB08472	C0023218
DB08472	C0151576
DB08472	C0010692
DB08472	C0403632
DB08472	C0011053
DB08472	C0232462
DB08472	C0011175
DB08472	C0011206
DB08472	C0011253
DB08472	C0439857
DB08472	C0278080
DB08472	C0278079
DB08472	C0011551
DB08472	C0549249
DB08472	C0011570
DB08472	C0086132
DB08472	C0011603
DB08472	C0085932
DB08472	C0011616
DB08472	C0011606
DB08472	C0011849
DB08472	C0011880
DB08472	C0011991
DB08472	C0151594
DB08472	C0012569
DB08472	C0234215
DB08472	C0233414
DB08472	C0855242
DB08472	C0012797
DB08472	C0012813
DB08472	C0012833
DB08472	C0013144
DB08472	C1510472
DB08472	C0687133
DB08472	C0694536
DB08472	C0013220
DB08472	C0314719
DB08472	C0043352
DB08472	C0151908
DB08472	C0013295
DB08472	C0013362
DB08472	C0013378
DB08472	C0013384
DB08472	C0013390
DB08472	C1384606
DB08472	C0013395
DB08472	C0011168
DB08472	C0013404
DB08472	C0013428
DB08472	C0013456
DB08472	C0013491
DB08472	C0013595
DB08472	C0235969
DB08472	C0151611
DB08472	C0034067
DB08472	C0156394
DB08472	C0392025
DB08472	C0014335
DB08472	C0014356
DB08472	C0014457
DB08472	C1527407
DB08472	C0014534
DB08472	C0014591
DB08472	C0242350
DB08472	C0014724
DB08472	C0014742
DB08472	C0014743
DB08472	C0235146
DB08472	C0541947
DB08472	C0015300
DB08472	C0015371
DB08472	C0340464
DB08472	C0015402
DB08472	C0151827
DB08472	C0542571
DB08472	C0015732
DB08472	C0015672
DB08472	C1443060
DB08472	C0549209
DB08472	C1112442
DB08472	C0016034
DB08472	C0233471
DB08472	C0016204
DB08472	C0268000
DB08472	C0015923
DB08472	C0085684
DB08472	C0011630
DB08472	C0242301
DB08472	C0016867
DB08472	C0575081
DB08472	C0235660
DB08472	C1168034
DB08472	C0038358
DB08472	C0341164
DB08472	C0017152
DB08472	C0017160
DB08472	C0017178
DB08472	C0017181
DB08472	C0687713
DB08472	C0151603
DB08472	C0854381
DB08472	C0017565
DB08472	C0017574
DB08472	C0017601
DB08472	C0017675
DB08472	C0017979
DB08472	C0018021
DB08472	C0018099
DB08472	C0014549
DB08472	C0018418
DB08472	C0018926
DB08472	C0018932
DB08472	C0018944
DB08472	C0018965
DB08472	C0518015
DB08472	C0002878
DB08472	C0019079
DB08472	C0019080
DB08472	C0018524
DB08472	C0221100
DB08472	C0018681
DB08472	C0151694
DB08472	C0085605
DB08472	C2711227
DB08472	C0019158
DB08472	C0151763
DB08472	C0019209
DB08472	C0019348
DB08472	C0019360
DB08472	C0019521
DB08472	C0019572
DB08472	C1455705
DB08472	C0020039
DB08472	C0600142
DB08472	C0020255
DB08472	C0034880
DB08472	C0020453
DB08472	C0151713
DB08472	C0020443
DB08472	C0020456
DB08472	C0020458
DB08472	C0020461
DB08472	C0424295
DB08472	C0020473
DB08472	C0020507
DB08472	C0020514
DB08472	C0151889
DB08472	C0020517
DB08472	C0020538
DB08472	C0020550
DB08472	C0026826
DB08472	C0740394
DB08472	C0020578
DB08472	C0020580
DB08472	C0020598
DB08472	C0002884
DB08472	C0020615
DB08472	C0020621
DB08472	C0241934
DB08472	C0020624
DB08472	C0020625
DB08472	C0151888
DB08472	C0020649
DB08472	C0413252
DB08472	C0020676
DB08472	C3203358
DB08472	C0242184
DB08472	C0020701
DB08472	C2047937
DB08472	C0231441
DB08472	C0021141
DB08472	C0232461
DB08472	C0009450
DB08472	C0021400
DB08472	C3263723
DB08472	C0917801
DB08472	C0151737
DB08472	C0021843
DB08472	C0022081
DB08472	C0162316
DB08472	C0022107
DB08472	C0022346
DB08472	C0022354
DB08472	C0151752
DB08472	C0019621
DB08472	C0948425
DB08472	C0023052
DB08472	C0023380
DB08472	C2973529
DB08472	C0023518
DB08472	C0023530
DB08472	C0023533
DB08472	C0011124
DB08472	C0021177
DB08472	C0220870
DB08472	C0151765
DB08472	C0151766
DB08472	C0160390
DB08472	C0151767
DB08472	C0041657
DB08472	C0497156
DB08472	C0024282
DB08472	C0024236
DB08472	C0024299
DB08472	C0231218
DB08472	C0948281
DB08472	C0162429
DB08472	C0338831
DB08472	C0151772
DB08472	C0025222
DB08472	C0233794
DB08472	C0232943
DB08472	C0236075
DB08472	C0025320
DB08472	C0025323
DB08472	C0025345
DB08472	C1306341
DB08472	C0004936
DB08472	C0856054
DB08472	C0025874
DB08472	C0042035
DB08472	C0085606
DB08472	C0149931
DB08472	C0085633
DB08472	C0029163
DB08472	C0149745
DB08472	C0026650
DB08472	C0151702
DB08472	C0037763
DB08472	C0231530
DB08472	C0151786
DB08472	C0948594
DB08472	C0948525
DB08472	C0231528
DB08472	C0947912
DB08472	C0026961
DB08472	C0027051
DB08472	C0027066
DB08472	C0026848
DB08472	C0027121
DB08472	C0027497
DB08472	C0007859
DB08472	C0151315
DB08472	C0151626
DB08472	C0027540
DB08472	C0027651
DB08472	C0392525
DB08472	C0022658
DB08472	C0027769
DB08472	C0027796
DB08472	C0027813
DB08472	C0027849
DB08472	C0442874
DB08472	C0031117
DB08472	C0027932
DB08472	C0028734
DB08472	C0024305
DB08472	C1320474
DB08472	C0028643
DB08472	C0085637
DB08472	C0085649
DB08472	C0221727
DB08472	C0151970
DB08472	C0155789
DB08472	C0014868
DB08472	C0028960
DB08472	C0028961
DB08472	C0029134
DB08472	C0029191
DB08472	C1142011
DB08472	C0020651
DB08472	C0029408
DB08472	C0029443
DB08472	C0029445
DB08472	C0029456
DB08472	C0029928
DB08472	C0029944
DB08472	C0030193
DB08472	C0236000
DB08472	C0030232
DB08472	C0030252
DB08472	C0030305
DB08472	C0030312
DB08472	C0086769
DB08472	C0030554
DB08472	C0521591
DB08472	C0522224
DB08472	C1456784
DB08472	C0151836
DB08472	C1510410
DB08472	C0030794
DB08472	C0030920
DB08472	C0085096
DB08472	C0270810
DB08472	C0031212
DB08472	C0031256
DB08472	C0031350
DB08472	C0031542
DB08472	C0151849
DB08472	C0085636
DB08472	C0162830
DB08472	C0740319
DB08472	C0032227
DB08472	C0032285
DB08472	C0032326
DB08472	C0042023
DB08472	C0032519
DB08472	C0032617
DB08472	C0032961
DB08472	C0033117
DB08472	C0241442
DB08472	C0033774
DB08472	C0033860
DB08472	C0033975
DB08472	C0034065
DB08472	C0034069
DB08472	C0020542
DB08472	C0034063
DB08472	C0034150
DB08472	C0151882
DB08472	C0034186
DB08472	C0034359
DB08472	C0015230
DB08472	C0423791
DB08472	C0085641
DB08472	C0267596
DB08472	C0151632
DB08472	C0035078
DB08472	C1565489
DB08472	C0558489
DB08472	C0476273
DB08472	C1145670
DB08472	C0035317
DB08472	C0003873
DB08472	C0035455
DB08472	C0020569
DB08472	C0037036
DB08472	C0036104
DB08472	C0036130
DB08472	C0036416
DB08472	C0036454
DB08472	C0036508
DB08472	C0522178
DB08472	C0278134
DB08472	C0699828
DB08472	C0036830
DB08472	C0549622
DB08472	C0036974
DB08472	C0037199
DB08472	C0151907
DB08472	C0037274
DB08472	C0151717
DB08472	C0037299
DB08472	C0851578
DB08472	C2830004
DB08472	C0038325
DB08472	C0038362
DB08472	C0038450
DB08472	C0085628
DB08472	C0424000
DB08472	C0038661
DB08472	C0038663
DB08472	C0038990
DB08472	C0700590
DB08472	C0039070
DB08472	C0024141
DB08472	C0039231
DB08472	C0686347
DB08472	C0039520
DB08472	C0233494
DB08472	C0232910
DB08472	C0233632
DB08472	C0039971
DB08472	C0040034
DB08472	C0857305
DB08472	C0836924
DB08472	C0040046
DB08472	C0040053
DB08472	C0040264
DB08472	C0427144
DB08472	C0236051
DB08472	C0151596
DB08472	C0040409
DB08472	C0151610
DB08472	C0494475
DB08472	C0040479
DB08472	C0014518
DB08472	C0040822
DB08472	C0333291
DB08472	C0178298
DB08472	C0041912
DB08472	C0151830
DB08472	C0041976
DB08472	C1328337
DB08472	C0042024
DB08472	C0080274
DB08472	C0042029
DB08472	C0231365
DB08472	C1167965
DB08472	C0919591
DB08472	C0451641
DB08472	C0042109
DB08472	C0151996
DB08472	C0042134
DB08472	C0042133
DB08472	C0151998
DB08472	C0227791
DB08472	C2979982
DB08472	C0404521
DB08472	C0042267
DB08472	C0042376
DB08472	C1368065
DB08472	C0042384
DB08472	C0085616
DB08472	C0085612
DB08472	C0151636
DB08472	C0042510
DB08472	C0042514
DB08472	C0042571
DB08472	C0151883
DB08472	C0242151
DB08472	C3665347
DB08472	C0042963
DB08472	C0043096
DB08472	C0043094
DB08472	C0038587
DB08472	C0043387
DB08544	C0000731
DB08544	C0000737
DB08544	C0234458
DB08544	C2937350
DB08544	C3665386
DB08544	C0156543
DB08544	C0151736
DB08544	C0152198
DB08544	C0702166
DB08544	C0000727
DB08544	C0948089
DB08544	C1963951
DB08544	C0233472
DB08544	C2364111
DB08544	C0001807
DB08544	C0085631
DB08544	C0392156
DB08544	C0151905
DB08544	C0001925
DB08544	C0151474
DB08544	C0002170
DB08544	C0002390
DB08544	C0002418
DB08544	C0002453
DB08544	C0002622
DB08544	C0002871
DB08544	C0002792
DB08544	C0340865
DB08544	C0002962
DB08544	C0002994
DB08544	C0003123
DB08544	C0234022
DB08544	C0233523
DB08544	C0003431
DB08544	C0003467
DB08544	C0085632
DB08544	C0038363
DB08544	C0002874
DB08544	C0003578
DB08544	C0003811
DB08544	C0003862
DB08544	C0003864
DB08544	C0022408
DB08544	C0233528
DB08544	C0004093
DB08544	C0004096
DB08544	C0004134
DB08544	C0004144
DB08544	C0004238
DB08544	C0004245
DB08544	C0085614
DB08544	C0041671
DB08544	C1263846
DB08544	C0004509
DB08544	C0004604
DB08544	C0575090
DB08544	C0542351
DB08544	C0151824
DB08544	C0312422
DB08544	C0232849
DB08544	C0151529
DB08544	C0005741
DB08544	C0005758
DB08544	C0018794
DB08544	C0852911
DB08544	C0853034
DB08544	C0018939
DB08544	C0497247
DB08544	C0151539
DB08544	C0235416
DB08544	C2732728
DB08544	C0020672
DB08544	C0015967
DB08544	C0151825
DB08544	C0428977
DB08544	C0006145
DB08544	C0085688
DB08544	C2225524
DB08544	C0006147
DB08544	C0024902
DB08544	C0006277
DB08544	C0006266
DB08544	C0006325
DB08544	C0151538
DB08544	C0006384
DB08544	C0006444
DB08544	C0151559
DB08544	C0006625
DB08544	C0022650
DB08544	C0042018
DB08544	C0006840
DB08544	C0858970
DB08544	C0018790
DB08544	C0018802
DB08544	C0876994
DB08544	C0086543
DB08544	C0151560
DB08544	C0007780
DB08544	C0917798
DB08544	C0235198
DB08544	C0038454
DB08544	C0948011
DB08544	C0008031
DB08544	C0085593
DB08544	C0008325
DB08544	C0008350
DB08544	C0008449
